soma_joinid	collection_id	collection_name	collection_doi	dataset_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count
243	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	3f56901c-dd4a-47d6-b60b-7b0c0111cfb2	Dissection: Head of hippocampus (HiH) - CA1-3	3f56901c-dd4a-47d6-b60b-7b0c0111cfb2.h5ad	37911
244	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	3f31f8ce-bbf6-4df8-8203-aa240ed03026	Dissection: Cerebral cortex (Cx) - Anterior cingulate cortex - ACC	3f31f8ce-bbf6-4df8-8203-aa240ed03026.h5ad	32157
246	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	381aa407-317a-40ef-8048-7ce0eacc4266	Dissection: Thalamus (THM) - lateral nuclear complex of thalamus (LNC) - lateral posterior nucleus of thalamus - LP	381aa407-317a-40ef-8048-7ce0eacc4266.h5ad	26172
247	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	367b55f4-d543-49aa-90e8-4765fcb8c687	Dissection: Thalamus (THM) - intralaminar nuclear complex (ILN) - posterior group of intralaminar nuclei (PILN) - centromedian and parafasicular nuclei - CM and Pf	367b55f4-d543-49aa-90e8-4765fcb8c687.h5ad	24354
248	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	364348b4-bc34-4fe1-a851-60d99e36cafa	Dissection: Thalamus (THM) - intralaminar nuclear complex (ILN) - posterior group of intralaminar nuclei (PILN) - centromedian nucleus of thalamus - CM	364348b4-bc34-4fe1-a851-60d99e36cafa.h5ad	12944
249	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	35c8a04c-8639-4d15-8228-765d8d93fc96	Dissection: Hypothalamus (HTH) - supraoptic region of HTH - HTHso (anterior hypothalamic nucleus, AHN) - tuberal region of HTH - HTHtub (ventromedial and dorsomedial hypothalamic nucleic nuclei, VMH, DMH)	35c8a04c-8639-4d15-8228-765d8d93fc96.h5ad	16753
250	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	35090826-f636-40c1-a3ef-4466beeab9f8	Supercluster: Deep-layer near-projecting	35090826-f636-40c1-a3ef-4466beeab9f8.h5ad	18856
251	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	31f04740-c712-4c4b-a3f8-55c0506b3034	Dissection: Claustrum - Cla	31f04740-c712-4c4b-a3f8-55c0506b3034.h5ad	40165
252	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	2ef8f3ce-bbff-447b-9e51-567e5d6c47bd	Dissection: Body of hippocampus (HiB) - Rostral DG-CA4	2ef8f3ce-bbff-447b-9e51-567e5d6c47bd.h5ad	10411
253	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	2a8ca8f3-5599-4cda-b973-3a2dfc3c1fe6	Dissection: Amygdaloid complex (AMY) - Corticomedial nuclear group (CMN) - anterior cortical nucleus - CoA	2a8ca8f3-5599-4cda-b973-3a2dfc3c1fe6.h5ad	10778
254	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	27d91086-cfe3-4e33-9282-bd1246e5ce8e	Dissection: Cerebral cortex (Cx) - Long insular gyri (LIG) - Dysgranular insular cortex - Idg	27d91086-cfe3-4e33-9282-bd1246e5ce8e.h5ad	39696
255	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	22658f4f-9268-41ad-8828-cc53f4baa9fa	Dissection: Hypothalamus (HTH) - supraoptic region of HTH - HTHso	22658f4f-9268-41ad-8828-cc53f4baa9fa.h5ad	12557
258	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	20980d73-7c53-4039-b852-b76a01566d5a	Dissection: Cerebral cortex (Cx) - Lingual gyrus (LiG) - Primary Visual Cortex - V1C	20980d73-7c53-4039-b852-b76a01566d5a.h5ad	33484
259	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	1cf24082-59de-4029-ac81-6e398768af3a	Dissection: Cerebral cortex (Cx) - Inferior temporal gyrus - ITG	1cf24082-59de-4029-ac81-6e398768af3a.h5ad	29522
260	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	1b767f95-d0a0-4a3d-b394-cc665d86c3dc	Dissection: Extended amygdala (EXA) - Bed nucleus of stria terminalis and nearby - BNST	1b767f95-d0a0-4a3d-b394-cc665d86c3dc.h5ad	34933
261	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	1a018108-b4b6-457b-ba15-046d5e98c169	Dissection: Myelencephalon (medulla oblongata) (Mo) - precerebellar nuclei (PrCbN) - inferior olive - IO	1a018108-b4b6-457b-ba15-046d5e98c169.h5ad	21534
262	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	19b21f40-db42-4a71-a0d6-913e83b17784	Dissection: Head of hippocampus (HiH) - Tail of Hippocampus (HiT) - Subicular cortex - Sub	19b21f40-db42-4a71-a0d6-913e83b17784.h5ad	41568
263	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	18500fcd-9960-49cb-8a8e-7d868dc14efe	Dissection: Basal nuclei (BN) - Globus pallidus (GP) - External segment of globus pallidus - GPe	18500fcd-9960-49cb-8a8e-7d868dc14efe.h5ad	50830
264	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	182f6a56-7360-4924-a74e-1772e07b3031	Dissection: Body of hippocampus (HiB) - Rostral CA1-CA3	182f6a56-7360-4924-a74e-1772e07b3031.h5ad	28724
265	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	1185a7d3-a9c1-4280-9ba5-d61895b15cac	Dissection: Amygdaloid complex (AMY) - corticomedial nuclear group - CMN	1185a7d3-a9c1-4280-9ba5-d61895b15cac.h5ad	38331
266	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	0ee5ae70-c3f5-473f-bd1c-287f4690ffc5	Dissection: Myelencephalon (medulla oblongata) (Mo) - sensory relay nuclei in medulla oblongata - MoSR	0ee5ae70-c3f5-473f-bd1c-287f4690ffc5.h5ad	13623
267	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	0d7f4c06-a6bd-47d2-a42b-3a7196704f77	Supercluster: Vascular	0d7f4c06-a6bd-47d2-a42b-3a7196704f77.h5ad	9932
268	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	095940cb-7422-4510-96e2-cbafd961eb88	Dissection: Cerebellum (CB) - Cerebellar deep nuclei - CbDN	095940cb-7422-4510-96e2-cbafd961eb88.h5ad	52045
269	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	090da8ea-46e8-40df-bffc-1f78e1538d27	Dissection: Spinal cord - SpC	090da8ea-46e8-40df-bffc-1f78e1538d27.h5ad	24190
270	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	07b1d7c8-5c2e-42f7-9246-26f746cd6013	Dissection: Myelencephalon (medulla oblongata) (Mo) - afferent nuclei of cranial nerves in medulla oblongata - MoAN	07b1d7c8-5c2e-42f7-9246-26f746cd6013.h5ad	27210
272	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	03d38670-1444-4001-bc53-9936e61d9b20	Dissection: Hypothalamus (HTH) - preoptic region of HTH - HTHpo (medial preoptic nucleus, MPN) - supraoptic region of HTH - HTHso (paraventricular nucleus, PV)	03d38670-1444-4001-bc53-9936e61d9b20.h5ad	20027
274	283d65eb-dd53-496d-adb7-7570c7caa443	Transcriptomic diversity of cell types across the adult human brain	10.1101/2022.10.12.511898	00476f9f-ebc1-4b72-b541-32f912ce36ea	Dissection: Hypothalamus (HTH) - mammillary region of HTH (HTHma)	00476f9f-ebc1-4b72-b541-32f912ce36ea.h5ad	10099
277	793fdaec-5067-428a-a9db-ecefe135c945	Blood and immune development in human fetal bone marrow and Down syndrome	10.1038/s41586-021-03929-x	86282760-5099-4c71-8cdd-412dcbbbd0b9	Fetal Bone Marrow (10x) - Down Syndrome	86282760-5099-4c71-8cdd-412dcbbbd0b9.h5ad	16743
278	793fdaec-5067-428a-a9db-ecefe135c945	Blood and immune development in human fetal bone marrow and Down syndrome	10.1038/s41586-021-03929-x	471647b3-04fe-4c76-8372-3264feb950e8	CD34+ Fetal Bone Marrow, Fetal Liver, Cord Blood (CITE-seq)	471647b3-04fe-4c76-8372-3264feb950e8.h5ad	27998
279	793fdaec-5067-428a-a9db-ecefe135c945	Blood and immune development in human fetal bone marrow and Down syndrome	10.1038/s41586-021-03929-x	343ff97c-85df-494b-8400-beb937618611	Human Fetal Bone Marrow (CITE-seq)	343ff97c-85df-494b-8400-beb937618611.h5ad	8978
281	43d4bb39-21af-4d05-b973-4c1fed7b916c	Transcriptional Programming of Normal and Inflamed Human Epidermis at Single-Cell Resolution	10.1016/j.celrep.2018.09.006	f512b8b6-369d-4a85-a695-116e0806857f	Skin	f512b8b6-369d-4a85-a695-116e0806857f.h5ad	68036
290	1a486c4c-c115-4721-8c9f-f9f096e10857	Single-cell transcriptomic atlas of the human retina identifies cell types associated with age-related macular degeneration	10.1038/s41467-019-12780-8	856c1b98-5727-49da-bf0f-151bdb8cb056	Retina	856c1b98-5727-49da-bf0f-151bdb8cb056.h5ad	20091
291	bd5230f4-cd76-4d35-9ee5-89b3e7475659	Single cell RNA sequencing of human liver reveals distinct intrahepatic macrophage populations	10.1038/s41467-018-06318-7	a43aa46b-bd16-47fe-bc3e-19a052624e79	Liver	a43aa46b-bd16-47fe-bc3e-19a052624e79.h5ad	8444
292	d36ca85c-3e8b-444c-ba3e-a645040c6185	A molecular atlas of the human postmenopausal fallopian tube and ovary from single-cell RNA and ATAC sequencing	10.1016/j.celrep.2022.111838	d1207c81-7309-43a7-a5a0-f4283670b62b	Ovary RNA	d1207c81-7309-43a7-a5a0-f4283670b62b.h5ad	26134
293	d36ca85c-3e8b-444c-ba3e-a645040c6185	A molecular atlas of the human postmenopausal fallopian tube and ovary from single-cell RNA and ATAC sequencing	10.1016/j.celrep.2022.111838	90d4a63b-5c02-43eb-acde-c49345681601	Fallopian tube RNA	90d4a63b-5c02-43eb-acde-c49345681601.h5ad	60574
298	b1a879f6-5638-48d3-8f64-f6592c1b1561	Mapping the developing human immune system across organs	10.1126/science.abo0510	6a30bf44-c490-41ac-965b-0bb58432b10a	HSC/progenitor cells	6a30bf44-c490-41ac-965b-0bb58432b10a.h5ad	40420
302	f8057c47-fcd8-4fcf-88b0-e2f930080f6e	Single-cell transcriptomics of the human retinal pigment epithelium and choroid in health and macular degeneration	10.1073/pnas.1914143116	af8b241a-c72c-4470-b1a4-80e7336c6ab6	Retina	af8b241a-c72c-4470-b1a4-80e7336c6ab6.h5ad	4335
303	ff668d5d-5b3f-49ee-a007-ff0664bf35ec	Single-cell transcriptome analysis reveals differential nutrient absorption functions in human intestine	10.1084/jem.20191130	80d7111d-f9fe-49fd-871e-6e618312c341	Rectum	80d7111d-f9fe-49fd-871e-6e618312c341.h5ad	3797
304	ff668d5d-5b3f-49ee-a007-ff0664bf35ec	Single-cell transcriptome analysis reveals differential nutrient absorption functions in human intestine	10.1084/jem.20191130	4e74d843-8d7a-497a-918a-f079ef141b6d	Colon	4e74d843-8d7a-497a-918a-f079ef141b6d.h5ad	4329
305	ff668d5d-5b3f-49ee-a007-ff0664bf35ec	Single-cell transcriptome analysis reveals differential nutrient absorption functions in human intestine	10.1084/jem.20191130	248cf7bf-508b-4c28-a2fd-cabe2ab956aa	Ileum	248cf7bf-508b-4c28-a2fd-cabe2ab956aa.h5ad	5980
306	0a77d4c0-d5d0-40f0-aa1a-5e1429bcbd7e	A transcriptional cross species map of pancreatic islet cells	10.1016/j.molmet.2022.101595	9c4c8515-8f82-4c72-b0c6-f87647b00bbe	Cross species map of pancreatic beta cells	9c4c8515-8f82-4c72-b0c6-f87647b00bbe.h5ad	11923
307	0a77d4c0-d5d0-40f0-aa1a-5e1429bcbd7e	A transcriptional cross species map of pancreatic islet cells	10.1016/j.molmet.2022.101595	78f10833-3e61-4fad-96c9-4bbd4f14bdfa	Cross species map of pancreatic alpha cells	78f10833-3e61-4fad-96c9-4bbd4f14bdfa.h5ad	11541
308	0a77d4c0-d5d0-40f0-aa1a-5e1429bcbd7e	A transcriptional cross species map of pancreatic islet cells	10.1016/j.molmet.2022.101595	3294d050-6eeb-4a00-b24c-71aacc9b777f	Human pancreatic islet cells	3294d050-6eeb-4a00-b24c-71aacc9b777f.h5ad	26474
311	6ff3401b-d72c-4940-a00c-3f0792397082	SARS-CoV-2 receptor ACE2 and TMPRSS2 are primarily expressed in bronchial transient secretory cells	10.15252/embj.20105114	8fcf0ccc-67b2-43a3-90be-075f85169bef	Airway	8fcf0ccc-67b2-43a3-90be-075f85169bef.h5ad	17451
312	6ff3401b-d72c-4940-a00c-3f0792397082	SARS-CoV-2 receptor ACE2 and TMPRSS2 are primarily expressed in bronchial transient secretory cells	10.15252/embj.20105114	2f132ec9-24b5-422f-9be0-ccef03b4fe28	Lung	2f132ec9-24b5-422f-9be0-ccef03b4fe28.h5ad	39778
317	2d2e2acd-dade-489f-a2da-6c11aa654028	A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates	10.1016/j.cell.2022.11.005	f9846bb4-784d-4582-92c1-3f279e4c6f0c	Fibroblast and smooth muscle	f9846bb4-784d-4582-92c1-3f279e4c6f0c.h5ad	39204
318	2d2e2acd-dade-489f-a2da-6c11aa654028	A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates	10.1016/j.cell.2022.11.005	e8a11a27-9c47-4673-b65d-11b9cd6065e1	Epithelium (no cilium)	e8a11a27-9c47-4673-b65d-11b9cd6065e1.h5ad	9096
319	2d2e2acd-dade-489f-a2da-6c11aa654028	A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates	10.1016/j.cell.2022.11.005	cdefb878-7f00-4b9d-9eda-b3652cfac0c8	Cilium	cdefb878-7f00-4b9d-9eda-b3652cfac0c8.h5ad	1641
320	2d2e2acd-dade-489f-a2da-6c11aa654028	A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates	10.1016/j.cell.2022.11.005	810ac45f-8969-4698-b42c-652f802f75c2	Endothelium	810ac45f-8969-4698-b42c-652f802f75c2.h5ad	5467
321	2d2e2acd-dade-489f-a2da-6c11aa654028	A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates	10.1016/j.cell.2022.11.005	7b3368a5-c1a0-4973-9e75-d95b4150c7da	B cells	7b3368a5-c1a0-4973-9e75-d95b4150c7da.h5ad	4138
323	2d2e2acd-dade-489f-a2da-6c11aa654028	A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates	10.1016/j.cell.2022.11.005	62315937-e268-4fa5-a032-8f7d776f3a3f	T, NK and ILC	62315937-e268-4fa5-a032-8f7d776f3a3f.h5ad	4778
324	2d2e2acd-dade-489f-a2da-6c11aa654028	A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates	10.1016/j.cell.2022.11.005	4023a2bc-6325-47db-bfdf-9639e91042c2	Organoid	4023a2bc-6325-47db-bfdf-9639e91042c2.h5ad	9096
325	2d2e2acd-dade-489f-a2da-6c11aa654028	A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates	10.1016/j.cell.2022.11.005	3dc61ca1-ce40-46b6-8337-f27260fd9a03	All cells	3dc61ca1-ce40-46b6-8337-f27260fd9a03.h5ad	71752
326	2d2e2acd-dade-489f-a2da-6c11aa654028	A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates	10.1016/j.cell.2022.11.005	0ba16f4b-cb87-4fa3-9363-19fc51eec6e7	Myeloid	0ba16f4b-cb87-4fa3-9363-19fc51eec6e7.h5ad	6947
327	93eebe82-d8c3-41bc-a906-63b5b5f24a9d	Single-cell proteo-genomic reference maps of the hematopoietic system enable the purification and massive profiling of precisely defined cell states	10.1038/s41590-021-01059-0	d3566d6a-a455-4a15-980f-45eb29114cab	blood and bone marrow from a healthy young donor	d3566d6a-a455-4a15-980f-45eb29114cab.h5ad	15502
328	93eebe82-d8c3-41bc-a906-63b5b5f24a9d	Single-cell proteo-genomic reference maps of the hematopoietic system enable the purification and massive profiling of precisely defined cell states	10.1038/s41590-021-01059-0	cd4c96bb-ad66-4e83-ba9e-a7df8790eb12	3 healthy young and 3 healthy old bone marrow donors (Reference sample)	cd4c96bb-ad66-4e83-ba9e-a7df8790eb12.h5ad	49057
329	93eebe82-d8c3-41bc-a906-63b5b5f24a9d	Single-cell proteo-genomic reference maps of the hematopoietic system enable the purification and massive profiling of precisely defined cell states	10.1038/s41590-021-01059-0	c05fb583-eb2f-4e3a-8e74-f9bd6414e418	healthy young bone marrow donor	c05fb583-eb2f-4e3a-8e74-f9bd6414e418.h5ad	13165
330	93eebe82-d8c3-41bc-a906-63b5b5f24a9d	Single-cell proteo-genomic reference maps of the hematopoietic system enable the purification and massive profiling of precisely defined cell states	10.1038/s41590-021-01059-0	b3a5a10f-b1cb-4e8e-abce-bf345448625b	15 leukemic bone marrow donors	b3a5a10f-b1cb-4e8e-abce-bf345448625b.h5ad	31586
331	8191c283-0816-424b-9b61-c3e1d6258a77	Spatial multi-omic map of human myocardial infarction	10.1038/s41586-022-05060-x	f15e263b-6544-46cb-a46e-e33ab7ce8347	Ischemia-snRNA-Spatial multi-omic map of human myocardial infarction	f15e263b-6544-46cb-a46e-e33ab7ce8347.h5ad	19722
335	e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb	Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies	10.1126/science.abo1984	bdf69f8d-5a96-4d6f-a9f5-9ee0e33597b7	DCM/ACM heart cell atlas: Adipocytes	bdf69f8d-5a96-4d6f-a9f5-9ee0e33597b7.h5ad	2576
336	e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb	Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies	10.1126/science.abo1984	9434b020-de42-43eb-bcc4-542b2be69015	DCM/ACM heart cell atlas: Macrophages	9434b020-de42-43eb-bcc4-542b2be69015.h5ad	59217
337	e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb	Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies	10.1126/science.abo1984	83b5e943-a1d5-4164-b3f2-f7a37f01b524	DCM/ACM heart cell atlas: Neuronal cells	83b5e943-a1d5-4164-b3f2-f7a37f01b524.h5ad	7999
341	e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb	Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies	10.1126/science.abo1984	0fdb6122-4600-40f0-a703-2da47cc7080d	DCM/ACM heart cell atlas: Lymphoids	0fdb6122-4600-40f0-a703-2da47cc7080d.h5ad	16878
342	17481d16-ee44-49e5-bcf0-28c0780d8c4a	Single-Cell Sequencing of Developing Human Gut Reveals Transcriptional Links to Childhood Crohn’s Disease	10.1016/j.devcel.2020.11.010	b46237d1-19c6-4af2-9335-9854634bad16	Fetal Human Gut (6-11 PCW)	b46237d1-19c6-4af2-9335-9854634bad16.h5ad	62849
343	17481d16-ee44-49e5-bcf0-28c0780d8c4a	Single-Cell Sequencing of Developing Human Gut Reveals Transcriptional Links to Childhood Crohn’s Disease	10.1016/j.devcel.2020.11.010	8e47ed12-c658-4252-b126-381df8d52a3d	Paediatric Human Gut (4-14y)	8e47ed12-c658-4252-b126-381df8d52a3d.h5ad	22502
345	de13e3e2-23b6-40ed-a413-e9e12d7d3910	A cell atlas of human thymic development defines T cell repertoire formation	10.1126/science.aay3224	814f2c97-49e4-4a17-be26-fde3c4c57d1b	Human Stem Cells (LIV and TH) - A cell atlas of human thymic development defines T cell repertoire formation	814f2c97-49e4-4a17-be26-fde3c4c57d1b.h5ad	27589
346	de13e3e2-23b6-40ed-a413-e9e12d7d3910	A cell atlas of human thymic development defines T cell repertoire formation	10.1126/science.aay3224	0a21f80c-e7a3-465b-8aba-fdda2b4c36bc	Human T cells - A cell atlas of human thymic development defines T cell repertoire formation	0a21f80c-e7a3-465b-8aba-fdda2b4c36bc.h5ad	76994
347	de13e3e2-23b6-40ed-a413-e9e12d7d3910	A cell atlas of human thymic development defines T cell repertoire formation	10.1126/science.aay3224	04c0bdd8-840f-488e-b72d-2a1229bc65db	Human Thymic Epithelial Cells - A cell atlas of human thymic development defines T cell repertoire formation	04c0bdd8-840f-488e-b72d-2a1229bc65db.h5ad	18524
349	83ed3be8-4cb9-43e6-9aaa-3fbbf5d1bd3a	Integrated scRNA-Seq Identifies Human Postnatal Thymus Seeding Progenitors and Regulatory Dynamics of Differentiating Immature Thymocytes	10.1016/j.immuni.2020.03.019	11ff73e8-d3e4-4445-9309-477a2c5be6f6	Single-Cell Transcriptome Profiling of Immature Human Thymocytes	11ff73e8-d3e4-4445-9309-477a2c5be6f6.h5ad	71732
351	a261413d-835b-4f1e-ab0c-dada55ea6afd	Identification of distinct tumor cell populations and key genetic mechanisms through single cell sequencing in hepatoblastoma	10.1038/s42003-021-02562-8	ec6ceff8-c8bc-488d-b6bf-30df2fa92169	Modeling Hepatoblastoma: Identification of Distinct Tumor Cell Populations and Key Genetic Mechanisms through Single Cell Sequencing	ec6ceff8-c8bc-488d-b6bf-30df2fa92169.h5ad	67110
352	2902f08c-f83c-470e-a541-e463e25e5058	Single-cell reconstruction of follicular remodeling in the human adult ovary	10.1038/s41467-019-11036-9	1f1c5c14-5949-4c81-b28e-b272e271b672	Single-cell reconstruction of follicular remodeling in the human adult ovary	1f1c5c14-5949-4c81-b28e-b272e271b672.h5ad	20676
353	2f4c738f-e2f3-4553-9db2-0582a38ea4dc	Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution	10.1016/j.cell.2020.08.013	ccfdcad0-7104-46b9-addf-fd66a2a15907	Periphery - Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution	ccfdcad0-7104-46b9-addf-fd66a2a15907.h5ad	34723
354	2f4c738f-e2f3-4553-9db2-0582a38ea4dc	Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution	10.1016/j.cell.2020.08.013	babbf9f3-f482-45a5-ba76-c41f4c2f503e	Fovea - Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution	babbf9f3-f482-45a5-ba76-c41f4c2f503e.h5ad	19768
358	c353707f-09a4-4f12-92a0-cb741e57e5f0	Single-cell transcriptomes of the human skin reveal age-related loss of fibroblast priming	10.1038/s42003-020-0922-4	124744b8-4681-474a-9894-683896122708	Single-cell transcriptomes of the human skin reveal age-related loss of fibroblast priming	124744b8-4681-474a-9894-683896122708.h5ad	15457
359	7681c7d7-0168-4892-a547-6f02a6430ace	Distinct microbial and immune niches of the human colon	10.1038/s41590-020-0602-z	2872f4b0-b171-46e2-abc6-befcf6de6306	Colon	2872f4b0-b171-46e2-abc6-befcf6de6306.h5ad	41650
360	120e86b4-1195-48c5-845b-b98054105eec	Spatiotemporal immune zonation of the human kidney	10.1126/science.aat5031	d7dcfd8f-2ee7-4385-b9ac-e074c23ed190	Fetal kidney dataset: full	d7dcfd8f-2ee7-4385-b9ac-e074c23ed190.h5ad	27197
361	120e86b4-1195-48c5-845b-b98054105eec	Spatiotemporal immune zonation of the human kidney	10.1126/science.aat5031	c52de62a-058d-4d78-a464-bdf552378f43	Fetal kidney dataset: stroma	c52de62a-058d-4d78-a464-bdf552378f43.h5ad	8345
362	120e86b4-1195-48c5-845b-b98054105eec	Spatiotemporal immune zonation of the human kidney	10.1126/science.aat5031	9ea768a2-87ab-46b6-a73d-c4e915f25af3	Mature kidney dataset: full	9ea768a2-87ab-46b6-a73d-c4e915f25af3.h5ad	40268
363	120e86b4-1195-48c5-845b-b98054105eec	Spatiotemporal immune zonation of the human kidney	10.1126/science.aat5031	2fc9c59f-3cfd-48d9-9b23-e369ea31bff3	Mature kidney dataset: non PT parenchyma	2fc9c59f-3cfd-48d9-9b23-e369ea31bff3.h5ad	4620
364	120e86b4-1195-48c5-845b-b98054105eec	Spatiotemporal immune zonation of the human kidney	10.1126/science.aat5031	2d31c0ca-0233-41ce-bd1a-05aa8404b073	Fetal kidney dataset: immune	2d31c0ca-0233-41ce-bd1a-05aa8404b073.h5ad	6847
365	120e86b4-1195-48c5-845b-b98054105eec	Spatiotemporal immune zonation of the human kidney	10.1126/science.aat5031	20d87640-4be8-487f-93d4-dce38378d00f	Mature kidney dataset: immune	20d87640-4be8-487f-93d4-dce38378d00f.h5ad	7803
366	120e86b4-1195-48c5-845b-b98054105eec	Spatiotemporal immune zonation of the human kidney	10.1126/science.aat5031	08073b32-d389-41f4-a4fd-616de76915ab	Fetal kidney dataset: nephron	08073b32-d389-41f4-a4fd-616de76915ab.h5ad	10790
368	e02201d7-f49f-401f-baf0-1eb1406546c0	Early role for a Na+,K+-ATPase (ATP1A3) in brain development	10.1073/pnas.2023333118	82f6af6d-5313-439a-9936-5e844be49a70	Infant human neocortex cells	82f6af6d-5313-439a-9936-5e844be49a70.h5ad	51878
370	62e8f058-9c37-48bc-9200-e767f318a8ec	HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer	10.1016/j.ccell.2021.09.008	f64e1be1-de15-4d27-8da4-82225cd4c035	Immune cells	f64e1be1-de15-4d27-8da4-82225cd4c035.h5ad	73047
371	62e8f058-9c37-48bc-9200-e767f318a8ec	HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer	10.1016/j.ccell.2021.09.008	e9175006-8978-4417-939f-819855eab80e	Myeloid cells	e9175006-8978-4417-939f-819855eab80e.h5ad	14072
372	62e8f058-9c37-48bc-9200-e767f318a8ec	HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer	10.1016/j.ccell.2021.09.008	d4cfefa0-3a35-44eb-b848-d7a725b481e7	NSCLC epithelial cells	d4cfefa0-3a35-44eb-b848-d7a725b481e7.h5ad	9778
373	62e8f058-9c37-48bc-9200-e767f318a8ec	HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer	10.1016/j.ccell.2021.09.008	d224c8e0-c28e-4360-9e42-b3977cd83f9f	Mesenchymal cells	d224c8e0-c28e-4360-9e42-b3977cd83f9f.h5ad	8030
